SaleID,Date,CustomerID,ProductID,StoreID,Quantity,UnitPrice,TotalSales
63,2024-12-25,1,4,5,1,50,50
64,2024-01-02,4,4,3,2,50,100
65,2024-02-23,9,5,3,4,150,600
66,2024-04-15,6,8,2,1,500,500
67,2024-09-16,3,5,1,2,150,300
68,2024-11-05,1,8,2,1,500,500
69,2024-07-09,4,10,4,3,100,300
70,2024-08-05,9,1,4,2,900,1800
71,2024-02-13,3,10,5,4,100,400
72,2024-06-10,9,9,5,2,200,400
73,2024-07-20,7,6,4,1,1200,1200
74,2024-09-26,4,3,4,1,300,300
75,2024-12-16,3,8,4,2,500,1000
76,2024-10-30,10,9,2,4,200,800
77,2024-09-27,5,6,4,4,1200,4800
78,2024-08-02,5,7,3,4,400,1600
79,2024-09-08,3,1,1,1,900,900
80,2024-07-08,9,5,4,2,150,300
81,2024-10-22,4,5,1,3,150,450
82,2024-07-31,5,10,2,1,100,100
83,2024-07-26,4,4,1,4,50,200
84,2024-08-24,5,6,2,2,1200,2400
85,2024-12-03,7,7,3,4,400,1600
86,2024-02-22,9,9,2,3,200,600
87,2024-10-06,7,1,2,4,900,3600
88,2024-08-04,5,6,5,4,1200,4800
89,2024-09-08,10,7,4,3,400,1200
90,2024-07-06,10,3,4,2,300,600
91,2024-02-10,7,8,3,1,500,500
92,2024-06-05,10,5,3,2,150,300
93,2024-01-15,5,9,4,3,200,600
94,2024-10-27,3,5,5,4,150,600
95,2024-03-05,7,9,4,2,200,400
96,2024-12-10,2,10,5,1,100,100
97,2024-11-22,9,4,3,3,50,150
98,2024-01-09,10,9,1,2,200,400
99,2024-12-09,10,5,3,1,150,150
100,2024-05-08,1,10,3,3,100,300
101,2024-05-15,6,9,2,1,200,200
102,2024-03-03,7,3,2,3,300,900
103,2024-05-18,8,4,2,4,50,200
104,2024-03-21,10,9,2,2,200,400
105,2024-06-11,9,10,5,1,100,100
106,2024-10-15,2,6,4,3,1200,3600
107,2024-09-17,10,2,1,1,600,600
108,2024-08-18,2,7,3,1,400,400
109,2024-02-10,5,2,5,2,600,1200
110,2024-01-28,5,2,1,4,600,2400
111,2024-05-14,6,1,5,1,900,900
112,2024-07-19,3,3,5,3,300,900
113,2024-11-23,8,6,3,3,1200,3600
114,2024-09-24,1,8,4,4,500,2000
115,2024-02-02,6,9,2,3,200,600
116,2024-02-17,4,7,4,4,400,1600
117,2024-03-02,1,4,3,3,50,150
118,2024-08-03,7,6,3,2,1200,2400
119,2024-10-19,9,5,3,1,150,150
120,2024-04-08,4,8,1,2,500,1000
121,2024-06-20,4,1,4,1,900,900
122,2024-12-25,6,1,4,1,900,900
123,2024-08-01,3,6,5,1,1200,1200
124,2024-02-04,6,10,5,2,100,200
125,2024-08-14,7,2,5,1,600,600
126,2024-04-10,10,5,3,2,150,300
127,2024-05-10,10,1,4,4,900,3600
128,2024-09-13,3,7,3,3,400,1200
129,2024-01-05,7,1,1,3,900,2700
130,2024-08-05,3,4,5,1,50,50
131,2024-09-11,2,9,3,2,200,400
132,2024-12-24,10,1,3,3,900,2700
133,2024-10-09,4,4,1,2,50,100
134,2024-07-25,8,6,2,2,1200,2400
135,2024-01-15,9,6,4,1,1200,1200
136,2024-12-11,7,8,2,3,500,1500
137,2024-02-11,1,1,5,1,900,900
138,2024-06-27,3,7,3,1,400,400
139,2024-03-03,9,1,1,3,900,2700
140,2024-12-17,1,7,1,3,400,1200
141,2024-08-18,9,3,4,4,300,1200
142,2024-08-28,8,8,2,4,500,2000
143,2024-02-21,1,3,4,2,300,600
144,2024-04-05,6,1,3,3,900,2700
145,2024-08-09,5,8,4,4,500,2000
146,2024-08-18,6,3,1,2,300,600
147,2024-08-24,10,2,1,2,600,1200
148,2024-05-22,5,1,5,2,900,1800
149,2024-06-19,6,3,5,4,300,1200
150,2024-01-29,5,2,3,3,600,1800
151,2024-02-05,5,2,2,1,600,600
152,2024-01-13,4,6,4,2,1200,2400
153,2024-06-08,3,1,3,4,900,3600
154,2024-11-22,3,2,5,4,600,2400
155,2024-07-05,4,6,4,1,1200,1200
156,2024-08-30,9,3,5,1,300,300
157,2024-03-26,2,4,4,4,50,200
158,2024-10-10,9,1,2,3,900,2700
159,2024-03-06,1,8,3,1,500,500
160,2024-06-18,1,7,4,4,400,1600
161,2024-02-14,5,7,1,1,400,400
162,2024-03-02,6,3,1,3,300,900
163,2024-05-13,6,10,4,2,100,200
164,2024-10-10,3,10,4,1,100,100
165,2024-01-28,7,3,4,3,300,900
166,2024-04-17,9,2,1,4,600,2400
167,2024-02-13,10,1,1,1,900,900
168,2024-12-05,8,7,4,1,400,400
169,2024-10-12,6,7,5,4,400,1600
170,2024-11-26,8,2,5,2,600,1200
171,2024-05-07,5,7,2,4,400,1600
172,2024-12-13,8,8,3,1,500,500
173,2024-08-18,10,1,5,4,900,3600
174,2024-07-08,4,9,1,3,200,600
175,2024-08-12,10,7,5,4,400,1600
176,2024-10-09,8,3,2,1,300,300
177,2024-04-30,10,8,2,4,500,2000
178,2024-04-25,2,7,3,2,400,800
179,2024-08-20,5,8,5,4,500,2000
180,2024-09-15,9,6,1,2,1200,2400
181,2024-12-24,4,9,1,3,200,600
182,2024-07-16,6,5,4,2,150,300
183,2024-05-16,1,3,1,4,300,1200
184,2024-11-13,9,3,3,1,300,300
185,2024-06-13,1,1,3,2,900,1800
186,2024-08-12,5,8,1,3,500,1500
187,2024-11-02,4,2,1,2,600,1200
188,2024-08-21,3,3,4,2,300,600
189,2024-06-20,6,8,1,2,500,1000
190,2024-05-31,2,8,4,3,500,1500
191,2024-11-10,3,4,4,4,50,200
192,2024-06-08,5,4,1,2,50,100
193,2024-04-05,9,5,2,2,150,300
194,2024-08-20,2,6,2,1,1200,1200
195,2024-06-28,10,5,4,3,150,450
196,2024-04-22,8,7,1,2,400,800
197,2024-11-13,2,2,2,3,600,1800
198,2024-02-21,5,7,1,2,400,800
199,2024-09-24,7,10,1,4,100,400
200,2024-10-21,8,7,1,4,400,1600
201,2024-04-22,1,1,5,2,900,1800
202,2024-04-10,6,7,1,4,400,1600
203,2024-04-22,1,5,5,2,150,300
204,2024-03-21,2,3,4,4,300,1200
205,2024-07-05,1,3,2,1,300,300
206,2024-04-22,5,4,2,1,50,50
207,2024-01-02,10,2,2,1,600,600
208,2024-05-09,9,2,2,3,600,1800
209,2024-08-07,6,1,2,3,900,2700
210,2024-02-23,1,5,2,1,150,150
211,2024-12-08,1,4,2,3,50,150
212,2024-08-11,2,10,4,4,100,400
213,2024-08-12,9,2,1,2,600,1200
214,2024-05-05,3,3,3,2,300,600
215,2024-05-09,1,7,5,2,400,800
216,2024-02-22,5,7,3,1,400,400
217,2024-06-20,7,4,3,3,50,150
218,2024-08-05,6,5,1,4,150,600
219,2024-06-08,1,5,1,4,150,600
220,2024-07-16,5,6,1,1,1200,1200
221,2024-09-03,5,9,2,4,200,800
222,2024-11-19,6,2,4,4,600,2400
223,2024-07-21,3,5,2,4,150,600
224,2024-07-02,5,3,4,4,300,1200
225,2024-05-02,7,4,4,3,50,150
226,2024-09-11,5,10,3,4,100,400
227,2024-10-20,5,6,3,2,1200,2400
228,2024-10-06,5,8,4,1,500,500
229,2024-11-20,10,1,4,3,900,2700
230,2024-04-07,10,10,2,4,100,400
231,2024-07-16,3,8,2,3,500,1500
232,2024-08-27,1,7,3,4,400,1600
233,2024-05-23,5,1,1,2,900,1800
234,2024-04-06,9,2,4,1,600,600
235,2024-07-19,1,3,2,4,300,1200
236,2024-05-03,3,1,3,4,900,3600
237,2024-07-05,4,9,2,4,200,800
238,2024-11-21,1,8,4,4,500,2000
239,2024-12-14,1,2,4,1,600,600
240,2024-09-15,8,9,5,1,200,200
241,2024-05-27,2,7,1,2,400,800
242,2024-09-08,8,9,5,1,200,200
243,2024-12-11,7,6,3,4,1200,4800
244,2024-05-26,10,6,2,2,1200,2400
245,2024-05-27,10,4,3,2,50,100
246,2024-12-17,2,10,4,2,100,200
247,2024-07-17,6,10,5,4,100,400
248,2024-11-03,6,2,5,3,600,1800
249,2024-05-07,3,7,5,4,400,1600
250,2024-02-08,2,5,3,1,150,150
251,2024-12-03,1,6,4,1,1200,1200
252,2024-12-25,6,2,2,4,600,2400
253,2024-05-08,5,5,2,4,150,600
254,2024-09-23,9,10,3,2,100,200
255,2024-05-30,1,4,5,4,50,200
256,2024-10-24,7,9,1,2,200,400
257,2024-04-08,5,6,3,1,1200,1200
258,2024-09-19,5,2,3,2,600,1200
259,2024-09-08,2,1,4,4,900,3600
260,2024-05-23,3,5,2,1,150,150
261,2024-12-11,7,9,3,3,200,600
262,2024-04-21,6,6,3,2,1200,2400
263,2024-02-29,2,10,5,1,100,100
264,2024-01-02,6,7,5,2,400,800
265,2024-10-30,2,5,1,1,150,150
266,2024-09-10,2,10,4,1,100,100
267,2024-05-19,2,6,1,2,1200,2400
268,2024-02-06,3,5,5,3,150,450
269,2024-06-08,2,9,2,1,200,200
270,2024-01-09,4,6,5,1,1200,1200
271,2024-08-20,9,8,4,1,500,500
272,2024-04-08,6,2,5,3,600,1800
273,2024-05-26,1,9,4,3,200,600
274,2024-10-30,8,5,4,4,150,600
275,2024-07-26,7,7,4,2,400,800
276,2024-05-10,10,10,4,3,100,300
277,2024-05-31,3,1,4,2,900,1800
278,2024-02-23,1,10,2,4,100,400
279,2024-04-29,5,5,1,2,150,300
280,2024-06-09,4,10,3,3,100,300
281,2024-04-25,10,2,1,2,600,1200
282,2024-03-15,8,6,4,3,1200,3600
283,2024-04-22,1,1,2,2,900,1800
284,2024-04-13,10,3,5,3,300,900
285,2024-12-05,1,5,2,3,150,450
286,2024-09-10,4,4,4,2,50,100
287,2024-08-14,8,3,2,4,300,1200
288,2024-04-21,5,10,2,1,100,100
289,2024-04-08,2,5,4,4,150,600
290,2024-06-01,6,8,2,2,500,1000
291,2024-12-14,5,4,3,4,50,200
292,2024-12-31,2,1,3,3,900,2700
293,2024-12-03,3,7,2,1,400,400
294,2024-07-12,9,8,5,2,500,1000
295,2024-11-05,7,3,4,2,300,600
296,2024-06-11,7,6,3,2,1200,2400
297,2024-07-26,6,2,5,1,600,600
298,2024-06-17,8,7,2,3,400,1200
299,2024-06-09,4,8,5,2,500,1000
300,2024-03-08,8,6,1,4,1200,4800
301,2024-10-15,4,6,3,2,1200,2400
302,2024-10-03,8,5,2,2,150,300
303,2024-10-30,9,8,4,2,500,1000
304,2024-05-14,3,1,2,2,900,1800
305,2024-07-13,3,10,4,3,100,300
306,2024-05-07,2,4,2,4,50,200
307,2024-02-02,10,4,5,3,50,150
308,2024-06-24,3,3,5,4,300,1200
309,2024-01-22,3,3,5,2,300,600
310,2024-08-25,5,4,1,1,50,50
311,2024-06-06,5,1,4,3,900,2700
312,2024-02-07,2,2,5,1,600,600
313,2024-08-17,10,9,1,3,200,600
314,2024-12-30,6,10,4,2,100,200
315,2024-02-20,5,2,2,3,600,1800
316,2024-09-20,6,5,1,2,150,300
317,2024-10-09,1,9,3,3,200,600
318,2024-01-27,5,9,1,2,200,400
319,2024-08-13,9,8,1,2,500,1000
320,2024-10-03,10,1,4,4,900,3600
321,2024-10-12,2,1,2,2,900,1800
322,2024-04-06,1,9,3,4,200,800
323,2024-10-10,10,8,5,2,500,1000
324,2024-11-12,9,10,5,1,100,100
325,2024-10-30,10,9,1,2,200,400
326,2024-05-26,9,7,4,1,400,400
327,2024-01-04,9,3,4,1,300,300
328,2024-02-04,6,3,5,2,300,600
329,2024-07-10,8,2,3,1,600,600
330,2024-02-18,1,5,2,4,150,600
331,2024-01-17,10,3,3,3,300,900
332,2024-06-20,4,6,2,2,1200,2400
333,2024-08-07,1,2,5,1,600,600
334,2024-06-06,8,3,2,2,300,600
335,2024-02-15,1,5,4,4,150,600
336,2024-01-06,3,1,1,2,900,1800
337,2024-04-08,4,1,1,2,900,1800
338,2024-08-20,8,10,5,1,100,100
339,2024-02-06,6,9,4,4,200,800
340,2024-10-06,10,7,3,3,400,1200
341,2024-12-14,7,1,4,3,900,2700
342,2024-10-28,8,8,1,1,500,500
343,2024-06-29,2,3,1,2,300,600
344,2024-04-04,10,8,4,1,500,500
345,2024-04-08,8,5,4,1,150,150
346,2024-07-06,3,1,1,1,900,900
347,2024-04-25,7,7,3,2,400,800
348,2024-07-09,3,5,5,4,150,600
349,2024-09-09,7,6,5,1,1200,1200
350,2024-06-09,2,6,4,2,1200,2400
351,2024-09-12,10,8,5,4,500,2000
352,2024-11-18,6,9,1,1,200,200
353,2024-05-07,3,2,1,3,600,1800
354,2024-01-18,3,9,4,4,200,800
355,2024-10-07,9,10,4,1,100,100
356,2024-08-10,7,9,4,4,200,800
357,2024-02-23,5,10,3,4,100,400
358,2024-02-27,10,10,5,4,100,400
359,2024-11-18,7,7,4,4,400,1600
360,2024-12-25,9,1,2,4,900,3600
361,2024-06-22,1,7,2,4,400,1600
362,2024-10-06,7,10,1,1,100,100
363,2024-04-23,6,5,5,3,150,450
364,2024-10-14,10,6,4,2,1200,2400
365,2024-12-07,9,10,2,4,100,400
366,2024-05-30,1,7,5,2,400,800
367,2024-05-06,4,5,1,1,150,150
368,2024-06-03,9,7,3,4,400,1600
369,2024-09-29,4,9,5,3,200,600
370,2024-04-13,10,3,5,2,300,600
371,2024-10-25,3,8,3,4,500,2000
372,2024-09-02,9,2,5,1,600,600
373,2024-06-24,2,7,1,3,400,1200
374,2024-02-08,4,2,1,2,600,1200
375,2024-06-18,6,4,3,2,50,100
376,2024-09-03,2,7,4,4,400,1600
377,2024-01-26,8,3,2,3,300,900
378,2024-12-20,8,2,4,3,600,1800
379,2024-11-01,1,10,5,3,100,300
380,2024-01-13,3,7,2,3,400,1200
381,2024-11-11,10,1,3,1,900,900
382,2024-11-08,9,8,3,3,500,1500
383,2024-02-05,5,3,2,2,300,600
384,2024-06-21,6,2,1,2,600,1200
385,2024-01-20,4,3,2,1,300,300
386,2024-11-16,10,5,5,2,150,300
387,2024-09-20,2,8,1,2,500,1000
388,2024-05-21,8,10,3,3,100,300
389,2024-05-22,6,7,2,2,400,800
390,2024-04-01,5,7,4,1,400,400
391,2024-12-19,9,7,4,3,400,1200
392,2024-11-17,1,8,5,4,500,2000
393,2024-10-14,5,1,4,3,900,2700
394,2024-08-02,6,4,2,1,50,50
395,2024-12-07,5,6,2,3,1200,3600
396,2024-02-20,6,9,4,3,200,600
397,2024-06-01,6,2,2,1,600,600
398,2024-07-04,7,1,5,3,900,2700
399,2024-03-03,4,10,1,1,100,100
400,2024-07-08,8,2,5,1,600,600
401,2024-05-04,7,7,5,4,400,1600
402,2024-05-29,9,3,2,2,300,600
403,2024-11-09,7,10,1,2,100,200
404,2024-02-27,3,2,2,3,600,1800
405,2024-12-07,3,7,3,3,400,1200
406,2024-10-31,8,2,2,4,600,2400
407,2024-06-28,5,3,2,4,300,1200
408,2024-06-18,4,7,2,4,400,1600
409,2024-11-21,8,4,1,1,50,50
410,2024-09-27,6,1,2,4,900,3600
411,2024-02-23,2,5,1,4,150,600
412,2024-04-10,4,9,4,3,200,600
413,2024-09-20,4,8,3,4,500,2000
414,2024-02-22,6,9,1,1,200,200
415,2024-02-29,6,10,4,1,100,100
416,2024-04-17,1,9,1,3,200,600
417,2024-01-05,8,7,1,4,400,1600
418,2024-04-12,6,4,3,4,50,200
419,2024-07-14,3,5,5,1,150,150
420,2024-09-18,9,1,5,4,900,3600
421,2024-12-30,2,1,1,4,900,3600
422,2024-12-15,8,3,2,4,300,1200
423,2024-02-16,10,8,4,2,500,1000
424,2024-12-20,3,2,2,3,600,1800
425,2024-11-06,5,4,2,2,50,100
426,2024-11-03,6,2,1,3,600,1800
427,2024-05-23,10,5,1,1,150,150
428,2024-09-25,6,9,1,4,200,800
429,2024-05-03,4,1,1,3,900,2700
430,2024-04-15,3,5,5,2,150,300
431,2024-06-06,4,9,1,4,200,800
432,2024-05-26,1,1,5,1,900,900
433,2024-05-24,4,9,5,3,200,600
434,2024-04-29,1,8,1,3,500,1500
435,2024-11-14,1,4,3,3,50,150
436,2024-10-01,10,10,4,4,100,400
437,2024-04-01,6,5,2,2,150,300
438,2024-02-27,5,5,5,2,150,300
439,2024-12-11,4,6,4,3,1200,3600
440,2024-08-16,3,7,3,1,400,400
441,2024-04-26,1,8,2,1,500,500
442,2024-11-13,6,8,2,2,500,1000
443,2024-10-05,2,2,5,1,600,600
444,2024-05-06,8,9,1,2,200,400
445,2024-05-08,10,7,3,3,400,1200
446,2024-02-27,5,4,5,2,50,100
447,2024-05-01,7,4,3,2,50,100
448,2024-01-01,10,8,1,3,500,1500
449,2024-08-26,2,4,1,1,50,50
450,2024-10-16,8,6,5,2,1200,2400
451,2024-04-05,2,5,1,2,150,300
452,2024-05-05,4,3,4,3,300,900
453,2024-04-27,1,10,2,1,100,100
454,2024-02-17,5,2,5,2,600,1200
455,2024-03-29,9,9,3,3,200,600
456,2024-08-24,1,10,4,2,100,200
457,2024-09-28,9,9,5,4,200,800
458,2024-07-07,8,1,1,3,900,2700
459,2024-07-10,6,10,1,1,100,100
460,2024-03-09,7,3,1,1,300,300
461,2024-10-04,3,8,1,1,500,500
462,2024-12-14,1,6,3,1,1200,1200
463,2024-09-03,5,5,4,2,150,300
464,2024-03-16,2,5,2,2,150,300
465,2024-06-02,5,6,3,1,1200,1200
466,2024-05-23,8,7,3,1,400,400
467,2024-03-26,9,1,2,1,900,900
468,2024-07-03,2,9,2,2,200,400
469,2024-10-11,3,3,1,1,300,300
470,2024-08-07,3,4,3,1,50,50
471,2024-03-09,1,10,5,4,100,400
472,2024-02-16,8,1,2,4,900,3600
473,2024-04-03,6,10,2,1,100,100
474,2024-08-25,8,3,4,3,300,900
475,2024-07-22,9,2,5,1,600,600
476,2024-08-05,5,2,5,4,600,2400
477,2024-12-06,3,1,2,3,900,2700
478,2024-02-08,5,8,1,3,500,1500
479,2024-04-09,5,3,4,1,300,300
480,2024-10-15,5,3,5,4,300,1200
481,2024-09-10,3,6,2,4,1200,4800
482,2024-08-09,10,8,5,3,500,1500
483,2024-12-22,4,9,4,1,200,200
484,2024-01-23,9,9,4,2,200,400
485,2024-09-06,10,4,3,2,50,100
486,2024-01-10,9,5,2,4,150,600
487,2024-09-02,2,2,4,2,600,1200
488,2024-11-20,8,9,3,4,200,800
489,2024-04-09,8,8,3,4,500,2000
490,2024-10-16,7,3,5,4,300,1200
491,2024-06-28,8,9,5,2,200,400
492,2024-08-10,3,3,3,4,300,1200
493,2024-09-06,6,9,5,3,200,600
494,2024-05-26,1,2,4,1,600,600
495,2024-04-05,7,10,1,1,100,100
496,2024-09-13,1,9,4,4,200,800
497,2024-11-20,9,8,3,1,500,500
498,2024-01-04,1,9,3,2,200,400
499,2024-01-16,1,5,4,2,150,300
500,2024-10-06,7,2,5,1,600,600
